id_candidato,edad,genero,nivel_educativo,titulo,experiencia_anios,habilidades,idiomas,puesto_deseado,localidad,disponibilidad_horaria,trabajo_actual,sector_experiencia,ultima_actualizacion,pretension_salarial
1190,49,Otro,Terciario,Psicologia,24,Diseno UX/UI,Ingles - Avanzado,Asistente administrativo,tucuman,Part-Time,Si,Diseno,2024-11-12,687659
1191,34,Otro,Universitario,Medicina,22,Excel,Portugues - Basico,Docente,mendoza,Full-Time,No,Diseno,2024-12-02,644550
1192,34,Masculino,Terciario,Abogacia,15,Ingles,Ingles - Basico,Contador/a,neuquen,Full-Time,No,Comercio,2024-08-13,527500
1193,31,Femenino,Universitario,Recursos Humanos,12,SQL,Portugues - Intermedio,Vendedor,cordoba,Full-Time,Si,Diseno,2024-09-09,523088
1194,26,Femenino,Terciario,Abogacia,7,Ventas,Portugues - Basico,Abogado/a,tucuman,Part-Time,No,Tecnologia,2024-10-30,406205
1195,57,Femenino,Universitario,Recursos Humanos,5,Atencion al cliente,Ingles - Avanzado,Analista de datos,mendoza,Full-Time,Si,Diseno,2024-12-15,381777
1196,19,Otro,Universitario,Recursos Humanos,5,Comunicacion,Portugues - Intermedio,Enfermero/a,mendoza,Part-Time,Si,Educacion,2024-09-06,451042
1197,42,Femenino,Terciario,Medicina,8,SQL,Sin idiomas,Tecnico en sistemas,san juan,Full-Time,Si,Contabilidad,2024-10-13,423654
1198,56,Masculino,Secundario,Marketing,3,Excel,Portugues - Intermedio,Analista de datos,salta,Part-Time,No,Salud,2024-11-01,349145
1199,26,Masculino,Secundario,Diseno Grafico,10,Redaccion,Portugues - Basico,Vendedor,mendoza,Remoto,No,Contabilidad,2025-02-06,458884
1200,39,Otro,Universitario,Medicina,4,Ingles,Portugues - Basico,Recepcionista,rosario,Full-Time,No,Legal,2025-02-17,382356
1201,21,Otro,Universitario,Marketing,24,Diseno UX/UI,Ingles - Intermedio,Abogado/a,cordoba,Part-Time,Si,Salud,2024-12-31,743523
1202,43,Femenino,Secundario,Marketing,16,Diseno UX/UI,Ingles - Intermedio,Vendedor,cordoba,Remoto,Si,Legal,2025-03-05,506486
1203,46,Otro,Universitario,Contador Publico,19,Redaccion,Portugues - Intermedio,Asistente administrativo,cordoba,Remoto,No,Educacion,2025-02-16,632848
1204,51,Masculino,Terciario,Arquitectura,6,Excel,Frances - Basico,Disenador grafico,tucuman,Full-Time,Si,Educacion,2024-07-30,417383
1205,40,Femenino,Terciario,Arquitectura,14,Diseno UX/UI,Frances - Basico,Vendedor,neuquen,Part-Time,Si,Contabilidad,2024-08-25,528373
1206,54,Masculino,Posgrado,Arquitectura,24,Project Management,Ingles - Intermedio,Contador/a,tucuman,Full-Time,No,Educacion,2024-09-20,681093
1207,28,Femenino,Terciario,Administracion,14,Diseno UX/UI,Ingles - Avanzado,Vendedor,rosario,Remoto,No,Tecnologia,2024-12-11,556124
1208,23,Otro,Terciario,Medicina,13,Atencion al cliente,Ingles - Basico,Contador/a,neuquen,Full-Time,Si,Salud,2024-08-13,537305
1209,35,Femenino,Secundario,Marketing,12,Project Management,Portugues - Intermedio,Recepcionista,san juan,Part-Time,Si,Legal,2025-05-12,459733
1210,38,Femenino,Secundario,Contador Publico,10,Python,Ingles - Basico,Enfermero/a,mendoza,Remoto,No,Diseno,2025-04-23,471224
1211,59,Masculino,Terciario,Recursos Humanos,12,Python,Ingles - Intermedio,Docente,tucuman,Full-Time,No,Contabilidad,2024-08-02,511247
1212,53,Masculino,Secundario,Diseno Grafico,21,Ingles,Portugues - Basico,Disenador grafico,neuquen,Full-Time,Si,Contabilidad,2024-08-29,576582
1213,58,Femenino,Universitario,Diseno Grafico,23,Project Management,Sin idiomas,Recepcionista,mendoza,Full-Time,Si,Educacion,2024-08-19,659383
1214,55,Otro,Terciario,Recursos Humanos,8,SQL,Portugues - Intermedio,Contador/a,neuquen,Full-Time,Si,Educacion,2025-03-16,474148
1215,51,Otro,Universitario,Abogacia,9,Ingles,Ingles - Intermedio,Docente,mendoza,Full-Time,No,Legal,2024-12-23,484282
1216,34,Masculino,Secundario,Abogacia,3,SQL,Ingles - Avanzado,Asistente administrativo,neuquen,Remoto,Si,Salud,2024-07-02,328071
1217,54,Otro,Terciario,Arquitectura,16,Atencion al cliente,Sin idiomas,Analista de datos,tucuman,Remoto,Si,Salud,2024-07-09,534246
1218,42,Masculino,Universitario,Medicina,13,Ventas,Portugues - Intermedio,Disenador grafico,tucuman,Part-Time,Si,Contabilidad,2024-10-15,519539
1219,55,Otro,Posgrado,Administracion,23,Excel,Portugues - Intermedio,Tecnico en sistemas,rosario,Full-Time,Si,Legal,2024-11-01,691666
1220,29,Femenino,Secundario,Contador Publico,17,Project Management,Frances - Basico,Recepcionista,san juan,Part-Time,Si,Contabilidad,2024-11-17,529622
1221,40,Masculino,Posgrado,Diseno Grafico,10,Redaccion,Portugues - Basico,Analista de datos,san juan,Remoto,Si,Diseno,2024-07-28,457748
1222,59,Masculino,Universitario,Arquitectura,15,Comunicacion,Portugues - Intermedio,Analista de datos,salta,Full-Time,No,Comercio,2024-10-24,599200
1223,39,Femenino,Universitario,Ingenieria,0,Excel,Portugues - Basico,Vendedor,cordoba,Part-Time,No,Salud,2025-01-10,369119
1224,38,Masculino,Universitario,Arquitectura,6,Atencion al cliente,Ingles - Intermedio,Vendedor,tucuman,Full-Time,No,Legal,2025-04-30,391803
1225,44,Otro,Secundario,Ingenieria,9,Project Management,Ingles - Avanzado,Tecnico en sistemas,tucuman,Full-Time,Si,Diseno,2025-01-25,439089
1226,48,Otro,Secundario,Psicologia,8,Python,Sin idiomas,Tecnico en sistemas,mendoza,Part-Time,No,Legal,2025-03-01,392933
1227,23,Masculino,Universitario,Marketing,24,Excel,Sin idiomas,Contador/a,salta,Remoto,Si,Contabilidad,2024-12-17,692153
1228,44,Otro,Terciario,Recursos Humanos,2,SQL,Ingles - Avanzado,Tecnico en sistemas,san juan,Part-Time,Si,Educacion,2025-03-31,339658
1229,57,Masculino,Posgrado,Marketing,21,Redaccion,Portugues - Intermedio,Analista de datos,tucuman,Part-Time,Si,Legal,2024-07-23,662165
1230,51,Femenino,Terciario,Arquitectura,22,Excel,Portugues - Intermedio,Contador/a,neuquen,Part-Time,Si,Contabilidad,2024-10-28,710088
1231,29,Masculino,Secundario,Marketing,13,Comunicacion,Ingles - Intermedio,Docente,san juan,Full-Time,Si,Tecnologia,2025-01-26,481791
1232,24,Femenino,Universitario,Contador Publico,24,Atencion al cliente,Frances - Basico,Enfermero/a,salta,Remoto,No,Educacion,2024-11-01,675753
1233,27,Otro,Terciario,Psicologia,14,Atencion al cliente,Frances - Basico,Enfermero/a,cordoba,Remoto,No,Educacion,2024-09-25,507123
1234,34,Femenino,Universitario,Administracion,1,Ingles,Frances - Basico,Enfermero/a,neuquen,Full-Time,No,Salud,2024-06-30,386313
1235,43,Otro,Universitario,Psicologia,23,Atencion al cliente,Portugues - Basico,Disenador grafico,mendoza,Remoto,Si,Comercio,2025-02-26,635437
1236,38,Masculino,Posgrado,Diseno Grafico,13,Ingles,Frances - Basico,Disenador grafico,rosario,Part-Time,No,Salud,2024-09-10,532122
1237,45,Otro,Universitario,Contador Publico,15,Atencion al cliente,Ingles - Avanzado,Tecnico en sistemas,neuquen,Remoto,Si,Tecnologia,2024-07-06,608404
1238,19,Masculino,Universitario,Marketing,6,Comunicacion,Sin idiomas,Enfermero/a,san juan,Full-Time,No,Contabilidad,2024-05-31,437319
1239,18,Masculino,Universitario,Administracion,3,Atencion al cliente,Sin idiomas,Asistente administrativo,cordoba,Remoto,No,Educacion,2025-01-08,390757
1240,53,Femenino,Posgrado,Marketing,17,Redaccion,Portugues - Basico,Vendedor,neuquen,Full-Time,No,Educacion,2024-12-28,678964
1241,43,Femenino,Terciario,Medicina,23,Ventas,Ingles - Intermedio,Asistente administrativo,salta,Part-Time,No,Diseno,2024-12-23,672390
1242,46,Femenino,Secundario,Medicina,4,Python,Ingles - Avanzado,Enfermero/a,salta,Full-Time,No,Legal,2025-01-22,338755
1243,38,Femenino,Terciario,Abogacia,5,Redaccion,Sin idiomas,Enfermero/a,cordoba,Remoto,No,Comercio,2024-06-04,386538
1244,28,Otro,Terciario,Psicologia,6,Atencion al cliente,Ingles - Avanzado,Vendedor,san juan,Part-Time,Si,Comercio,2025-01-18,375938
1245,57,Otro,Universitario,Administracion,14,Project Management,Sin idiomas,Enfermero/a,salta,Remoto,Si,Legal,2024-08-17,587678
1246,28,Otro,Universitario,Medicina,0,SQL,Ingles - Basico,Recepcionista,neuquen,Full-Time,Si,Tecnologia,2025-03-15,357236
1247,53,Masculino,Universitario,Abogacia,23,Ventas,Ingles - Intermedio,Analista de datos,rosario,Part-Time,Si,Comercio,2024-12-13,718732
1248,56,Otro,Secundario,Contador Publico,3,Python,Ingles - Intermedio,Contador/a,neuquen,Full-Time,Si,Educacion,2024-09-23,381389
1249,57,Otro,Universitario,Administracion,24,SQL,Ingles - Basico,Vendedor,rosario,Remoto,No,Tecnologia,2025-03-08,687574
1250,52,Otro,Terciario,Abogacia,0,Redaccion,Portugues - Basico,Enfermero/a,salta,Full-Time,Si,Salud,2024-05-25,291658
1251,51,Femenino,Universitario,Recursos Humanos,10,Comunicacion,Sin idiomas,Disenador grafico,neuquen,Remoto,Si,Salud,2024-12-19,488449
1252,41,Otro,Universitario,Administracion,17,Comunicacion,Sin idiomas,Disenador grafico,salta,Remoto,Si,Tecnologia,2024-10-08,568818
1253,39,Masculino,Terciario,Arquitectura,13,SQL,Sin idiomas,Analista de datos,san juan,Part-Time,Si,Educacion,2025-02-01,519948
1254,22,Femenino,Secundario,Abogacia,21,Project Management,Frances - Basico,Disenador grafico,rosario,Part-Time,Si,Diseno,2024-12-13,648962
1255,50,Masculino,Secundario,Marketing,10,SQL,Frances - Basico,Contador/a,san juan,Full-Time,Si,Salud,2024-05-23,444956
1256,53,Otro,Universitario,Arquitectura,9,Redaccion,Frances - Basico,Abogado/a,salta,Remoto,Si,Contabilidad,2025-03-19,479499
1257,37,Femenino,Posgrado,Recursos Humanos,16,SQL,Frances - Basico,Abogado/a,tucuman,Remoto,Si,Educacion,2024-08-20,597185
1258,36,Masculino,Universitario,Medicina,3,Python,Frances - Basico,Abogado/a,mendoza,Part-Time,Si,Legal,2025-04-17,409081
1259,52,Otro,Secundario,Ingenieria,23,Project Management,Ingles - Basico,Analista de datos,neuquen,Part-Time,No,Comercio,2024-07-08,624967
1260,34,Masculino,Terciario,Abogacia,14,Diseno UX/UI,Ingles - Intermedio,Analista de datos,tucuman,Part-Time,Si,Diseno,2025-03-09,464107
1261,51,Masculino,Universitario,Contador Publico,15,Excel,Portugues - Basico,Contador/a,san juan,Part-Time,Si,Diseno,2024-12-09,579126
1262,26,Masculino,Universitario,Abogacia,20,Diseno UX/UI,Ingles - Avanzado,Vendedor,salta,Full-Time,No,Tecnologia,2025-04-10,669635
1263,43,Otro,Secundario,Ingenieria,12,Ingles,Frances - Basico,Tecnico en sistemas,salta,Full-Time,No,Comercio,2025-01-28,493391
1264,19,Otro,Secundario,Recursos Humanos,8,SQL,Ingles - Basico,Abogado/a,mendoza,Full-Time,Si,Legal,2024-06-27,400794
1265,26,Masculino,Universitario,Recursos Humanos,10,Comunicacion,Sin idiomas,Disenador grafico,salta,Full-Time,Si,Salud,2024-09-12,455950
1266,26,Femenino,Terciario,Arquitectura,10,Diseno UX/UI,Portugues - Basico,Asistente administrativo,mendoza,Part-Time,Si,Diseno,2024-12-10,484834
1267,57,Femenino,Terciario,Administracion,5,Atencion al cliente,Portugues - Basico,Tecnico en sistemas,neuquen,Full-Time,No,Contabilidad,2024-06-03,399244
1268,34,Otro,Secundario,Contador Publico,0,Redaccion,Portugues - Basico,Contador/a,rosario,Full-Time,Si,Educacion,2024-10-22,296227
1269,18,Otro,Universitario,Arquitectura,21,Diseno UX/UI,Ingles - Basico,Vendedor,mendoza,Full-Time,No,Diseno,2025-03-25,709673
1270,42,Otro,Posgrado,Contador Publico,5,Ventas,Ingles - Avanzado,Disenador grafico,mendoza,Part-Time,No,Diseno,2025-02-12,406596
1271,57,Otro,Posgrado,Contador Publico,12,Project Management,Frances - Basico,Enfermero/a,tucuman,Remoto,No,Educacion,2024-11-14,593251
1272,59,Otro,Universitario,Ingenieria,21,Redaccion,Portugues - Basico,Vendedor,salta,Part-Time,No,Legal,2024-05-17,655953
1273,42,Femenino,Universitario,Arquitectura,23,Comunicacion,Ingles - Basico,Abogado/a,neuquen,Remoto,No,Tecnologia,2024-09-06,629933
1274,56,Otro,Secundario,Contador Publico,21,Ingles,Sin idiomas,Abogado/a,rosario,Remoto,Si,Diseno,2025-03-27,609624
1275,52,Masculino,Universitario,Diseno Grafico,4,Diseno UX/UI,Ingles - Intermedio,Enfermero/a,cordoba,Full-Time,Si,Diseno,2024-08-20,428784
1276,20,Masculino,Terciario,Ingenieria,14,Project Management,Sin idiomas,Contador/a,san juan,Full-Time,No,Comercio,2025-03-22,519049
1277,54,Femenino,Universitario,Recursos Humanos,17,Excel,Ingles - Basico,Docente,mendoza,Full-Time,No,Contabilidad,2025-02-12,550757
1278,47,Masculino,Terciario,Ingenieria,19,Project Management,Ingles - Basico,Vendedor,cordoba,Part-Time,No,Salud,2024-08-16,600065
1279,55,Femenino,Terciario,Marketing,13,Project Management,Ingles - Basico,Enfermero/a,salta,Part-Time,No,Tecnologia,2025-01-31,489285
1280,51,Femenino,Secundario,Marketing,14,Redaccion,Portugues - Basico,Contador/a,san juan,Full-Time,Si,Contabilidad,2024-06-06,524754
1281,29,Masculino,Terciario,Contador Publico,4,Excel,Ingles - Basico,Contador/a,mendoza,Part-Time,No,Contabilidad,2024-09-24,403201
1282,36,Otro,Secundario,Arquitectura,3,Project Management,Ingles - Intermedio,Analista de datos,cordoba,Part-Time,No,Legal,2025-05-11,313312
1283,54,Masculino,Secundario,Recursos Humanos,1,Ventas,Portugues - Basico,Vendedor,tucuman,Remoto,Si,Legal,2025-01-04,293826
1284,34,Masculino,Posgrado,Ingenieria,6,Diseno UX/UI,Sin idiomas,Disenador grafico,cordoba,Part-Time,Si,Educacion,2024-06-09,472699
1285,27,Femenino,Terciario,Arquitectura,9,Diseno UX/UI,Ingles - Intermedio,Docente,san juan,Remoto,Si,Salud,2025-03-15,429235
1286,29,Masculino,Universitario,Ingenieria,15,Ventas,Portugues - Intermedio,Recepcionista,tucuman,Full-Time,Si,Tecnologia,2024-10-24,532536
1287,33,Femenino,Posgrado,Ingenieria,9,Diseno UX/UI,Sin idiomas,Asistente administrativo,san juan,Part-Time,No,Educacion,2024-06-11,459640
1288,41,Otro,Posgrado,Diseno Grafico,17,Project Management,Ingles - Basico,Vendedor,rosario,Remoto,No,Diseno,2024-12-19,625561
1289,36,Otro,Universitario,Marketing,16,Ingles,Frances - Basico,Tecnico en sistemas,salta,Part-Time,No,Salud,2025-02-23,589274
1290,25,Otro,Universitario,Ingenieria,20,Project Management,Frances - Basico,Contador/a,neuquen,Remoto,No,Comercio,2025-03-07,619479
1291,48,Masculino,Terciario,Diseno Grafico,12,Redaccion,Portugues - Basico,Analista de datos,cordoba,Remoto,No,Comercio,2025-02-12,500152
1292,38,Femenino,Terciario,Marketing,0,Atencion al cliente,Frances - Basico,Enfermero/a,mendoza,Part-Time,No,Educacion,2024-12-03,365813
1293,34,Otro,Terciario,Diseno Grafico,0,Ingles,Sin idiomas,Abogado/a,san juan,Full-Time,No,Tecnologia,2025-01-14,290779
1294,40,Femenino,Universitario,Arquitectura,14,Comunicacion,Portugues - Basico,Enfermero/a,san juan,Remoto,No,Salud,2024-12-01,491448
1295,54,Femenino,Universitario,Administracion,0,Comunicacion,Sin idiomas,Enfermero/a,salta,Full-Time,No,Comercio,2024-10-08,353652
1296,33,Otro,Terciario,Marketing,5,Ingles,Ingles - Basico,Docente,cordoba,Part-Time,Si,Comercio,2024-08-02,391688
1297,23,Otro,Secundario,Medicina,24,Project Management,Ingles - Avanzado,Vendedor,mendoza,Part-Time,No,Tecnologia,2024-12-27,638700
1298,25,Femenino,Universitario,Administracion,12,SQL,Ingles - Avanzado,Enfermero/a,mendoza,Full-Time,Si,Educacion,2024-08-24,539562
1299,42,Otro,Secundario,Arquitectura,0,Atencion al cliente,Ingles - Intermedio,Docente,san juan,Part-Time,Si,Legal,2025-04-14,325176
1300,35,Femenino,Universitario,Ingenieria,4,Ventas,Ingles - Basico,Recepcionista,neuquen,Remoto,Si,Diseno,2025-03-06,333752
1301,42,Femenino,Universitario,Recursos Humanos,8,Project Management,Frances - Basico,Disenador grafico,san juan,Full-Time,Si,Contabilidad,2025-04-13,440423
1302,29,Otro,Universitario,Arquitectura,24,Ingles,Ingles - Basico,Recepcionista,neuquen,Part-Time,No,Diseno,2024-06-07,769525
1303,32,Masculino,Universitario,Diseno Grafico,16,SQL,Portugues - Intermedio,Vendedor,san juan,Part-Time,Si,Salud,2025-03-04,597502
1304,43,Otro,Posgrado,Diseno Grafico,15,Project Management,Ingles - Avanzado,Abogado/a,san juan,Full-Time,Si,Comercio,2024-06-30,605283
1305,58,Masculino,Terciario,Diseno Grafico,7,SQL,Frances - Basico,Recepcionista,mendoza,Remoto,No,Contabilidad,2025-04-08,460186
1306,43,Femenino,Universitario,Diseno Grafico,16,Ingles,Sin idiomas,Docente,neuquen,Full-Time,Si,Contabilidad,2025-02-22,580512
1307,49,Femenino,Universitario,Arquitectura,14,Project Management,Sin idiomas,Docente,mendoza,Part-Time,No,Legal,2025-02-09,573900
1308,27,Masculino,Secundario,Recursos Humanos,23,Excel,Ingles - Avanzado,Asistente administrativo,cordoba,Part-Time,No,Contabilidad,2024-10-17,666541
1309,33,Femenino,Secundario,Abogacia,0,Diseno UX/UI,Ingles - Basico,Contador/a,san juan,Full-Time,No,Tecnologia,2024-06-05,316171
1310,24,Masculino,Terciario,Diseno Grafico,11,Ingles,Frances - Basico,Tecnico en sistemas,rosario,Remoto,No,Educacion,2025-01-18,475340
1311,34,Masculino,Terciario,Abogacia,4,Comunicacion,Ingles - Intermedio,Tecnico en sistemas,neuquen,Remoto,Si,Salud,2025-04-21,385161
1312,40,Femenino,Universitario,Recursos Humanos,23,Comunicacion,Sin idiomas,Vendedor,tucuman,Remoto,No,Tecnologia,2024-12-01,667350
1313,43,Masculino,Universitario,Recursos Humanos,5,Atencion al cliente,Ingles - Basico,Contador/a,tucuman,Full-Time,Si,Educacion,2025-01-08,415384
1314,38,Otro,Secundario,Administracion,24,Python,Ingles - Intermedio,Asistente administrativo,tucuman,Remoto,Si,Tecnologia,2025-02-18,624946
1315,39,Otro,Secundario,Marketing,0,Comunicacion,Frances - Basico,Analista de datos,rosario,Remoto,No,Comercio,2024-05-17,276282
1316,24,Femenino,Posgrado,Medicina,24,Python,Ingles - Avanzado,Enfermero/a,mendoza,Remoto,Si,Comercio,2024-08-14,711531
1317,31,Femenino,Secundario,Contador Publico,0,Excel,Portugues - Intermedio,Recepcionista,mendoza,Remoto,No,Legal,2025-05-05,271689
1318,32,Masculino,Terciario,Medicina,9,Ingles,Portugues - Basico,Contador/a,salta,Part-Time,Si,Tecnologia,2024-06-19,439850
1319,24,Masculino,Universitario,Arquitectura,9,SQL,Ingles - Avanzado,Enfermero/a,tucuman,Full-Time,Si,Diseno,2024-09-26,470083
1320,26,Masculino,Universitario,Contador Publico,2,Atencion al cliente,Ingles - Intermedio,Analista de datos,tucuman,Full-Time,Si,Contabilidad,2025-02-14,382067
1321,25,Masculino,Secundario,Recursos Humanos,16,Diseno UX/UI,Ingles - Basico,Abogado/a,mendoza,Remoto,Si,Comercio,2024-06-21,568477
1322,40,Otro,Secundario,Medicina,18,Ventas,Sin idiomas,Asistente administrativo,tucuman,Full-Time,No,Educacion,2024-07-17,556087
1323,46,Otro,Secundario,Psicologia,10,Python,Frances - Basico,Enfermero/a,mendoza,Full-Time,No,Legal,2025-03-30,490053
1324,35,Femenino,Universitario,Marketing,17,Diseno UX/UI,Ingles - Avanzado,Asistente administrativo,san juan,Part-Time,Si,Contabilidad,2024-07-09,623158
1325,48,Masculino,Universitario,Medicina,1,Atencion al cliente,Sin idiomas,Asistente administrativo,san juan,Full-Time,Si,Salud,2024-08-08,370122
1326,47,Masculino,Terciario,Marketing,8,Atencion al cliente,Sin idiomas,Contador/a,mendoza,Part-Time,Si,Tecnologia,2024-12-27,444609
1327,56,Femenino,Universitario,Abogacia,23,Comunicacion,Portugues - Intermedio,Docente,neuquen,Full-Time,Si,Diseno,2024-11-18,694573
1328,52,Masculino,Universitario,Arquitectura,16,Diseno UX/UI,Frances - Basico,Disenador grafico,mendoza,Part-Time,No,Comercio,2025-02-06,615611
1329,35,Masculino,Secundario,Marketing,13,Project Management,Ingles - Intermedio,Vendedor,cordoba,Part-Time,Si,Diseno,2025-02-05,531707
1330,59,Masculino,Terciario,Abogacia,3,Redaccion,Frances - Basico,Tecnico en sistemas,cordoba,Full-Time,Si,Contabilidad,2024-09-07,405048
1331,56,Masculino,Universitario,Diseno Grafico,16,Atencion al cliente,Frances - Basico,Asistente administrativo,cordoba,Part-Time,Si,Educacion,2024-10-07,581239
1332,34,Masculino,Terciario,Abogacia,16,Python,Ingles - Basico,Contador/a,cordoba,Part-Time,No,Tecnologia,2024-08-20,576649
1333,31,Femenino,Terciario,Arquitectura,11,Ventas,Portugues - Basico,Contador/a,rosario,Full-Time,Si,Diseno,2024-09-16,525306
1334,48,Masculino,Universitario,Administracion,19,Ventas,Sin idiomas,Enfermero/a,salta,Part-Time,No,Educacion,2025-01-08,606289
1335,41,Femenino,Posgrado,Diseno Grafico,17,Excel,Ingles - Intermedio,Enfermero/a,salta,Part-Time,No,Legal,2024-06-05,605448
1336,52,Masculino,Universitario,Recursos Humanos,2,Excel,Ingles - Basico,Recepcionista,mendoza,Part-Time,Si,Comercio,2024-06-28,370481
1337,51,Otro,Universitario,Ingenieria,10,Comunicacion,Sin idiomas,Asistente administrativo,san juan,Part-Time,Si,Comercio,2025-03-31,516987
1338,20,Otro,Universitario,Abogacia,24,Project Management,Portugues - Basico,Disenador grafico,tucuman,Part-Time,Si,Legal,2024-07-30,727455
1339,54,Otro,Terciario,Abogacia,17,Comunicacion,Ingles - Basico,Vendedor,cordoba,Remoto,No,Educacion,2024-10-29,568075
1340,57,Otro,Universitario,Marketing,3,Ventas,Portugues - Basico,Vendedor,salta,Part-Time,No,Diseno,2025-03-20,339742
1341,43,Femenino,Terciario,Recursos Humanos,16,SQL,Portugues - Basico,Abogado/a,salta,Part-Time,Si,Tecnologia,2024-06-08,567385
1342,40,Femenino,Secundario,Medicina,17,Ventas,Portugues - Basico,Abogado/a,cordoba,Part-Time,No,Educacion,2024-06-09,527451
